timestamp,component_id,sensor_a,sensor_b,temperature_c,post_event_diagnosis,anomaly_label_copy,anomaly_label
2026-03-01T01:15:00Z,CMP-00150,53.32,27.02,29.4,0,0,0
2026-03-01T01:15:30Z,CMP-00151,53.28,26.26,30.6,0,0,0
2026-03-01T01:16:00Z,CMP-00152,46.96,24.07,31.8,0,0,0
2026-03-01T01:16:30Z,CMP-00153,54.74,27.71,30.3,0,0,0
2026-03-01T01:17:00Z,CMP-00154,44.54,20.96,26.9,0,0,0
2026-03-01T01:17:30Z,CMP-00155,46.1,23.44,30.8,0,0,0
2026-03-01T01:18:00Z,CMP-00156,59.36,29.37,34.5,0,0,0
2026-03-01T01:18:30Z,CMP-00157,47.69,23.98,30.0,0,0,0
2026-03-01T01:19:00Z,CMP-00158,50.49,24.53,28.8,0,0,0
2026-03-01T01:19:30Z,CMP-00159,47.87,24.84,28.0,0,0,0
2026-03-01T01:20:00Z,CMP-00160,53.54,25.81,32.5,0,0,0
2026-03-01T01:20:30Z,CMP-00161,48.34,23.82,30.6,0,0,0
2026-03-01T01:21:00Z,CMP-00162,48.82,24.4,32.9,0,0,0
2026-03-01T01:21:30Z,CMP-00163,59.73,29.83,31.0,0,0,0
2026-03-01T01:22:00Z,CMP-00164,52.98,26.49,31.8,0,0,0
2026-03-01T01:22:30Z,CMP-00165,45.28,23.41,32.1,0,0,0
2026-03-01T01:23:00Z,CMP-00166,50.05,25.54,29.8,0,0,0
2026-03-01T01:23:30Z,CMP-00167,44.58,22.81,27.9,0,0,0
2026-03-01T01:24:00Z,CMP-00168,51.84,26.08,27.8,0,0,0
2026-03-01T01:24:30Z,CMP-00169,46.33,22.6,30.1,0,0,0
2026-03-01T01:25:00Z,CMP-00170,46.62,23.58,31.5,0,0,0
2026-03-01T01:25:30Z,CMP-00171,48.06,23.65,27.9,0,0,0
2026-03-01T01:26:00Z,CMP-00172,45.68,23.26,29.0,0,0,0
2026-03-01T01:26:30Z,CMP-00173,52.83,25.97,29.5,0,0,0
2026-03-01T01:27:00Z,CMP-00174,38.59,19.16,31.0,0,0,0
2026-03-01T01:27:30Z,CMP-00175,52.76,27.11,34.2,0,0,0
2026-03-01T01:28:00Z,CMP-00176,43.18,21.27,31.4,0,0,0
2026-03-01T01:28:30Z,CMP-00177,48.89,24.62,28.1,0,0,0
2026-03-01T01:29:00Z,CMP-00178,52.47,26.37,28.7,0,0,0
2026-03-01T01:29:30Z,CMP-00179,55.74,28.21,31.0,0,0,0
2026-03-01T01:30:00Z,CMP-00180,48.91,24.91,30.9,0,0,0
2026-03-01T01:30:30Z,CMP-00181,49.09,24.82,31.2,0,0,0
2026-03-01T01:31:00Z,CMP-00182,48.87,24.29,31.9,0,0,0
2026-03-01T01:31:30Z,CMP-00183,49.92,25.0,26.0,0,0,0
2026-03-01T01:32:00Z,CMP-00184,50.96,26.23,29.7,0,0,0
2026-03-01T01:32:30Z,CMP-00185,46.48,22.86,30.1,0,0,0
2026-03-01T01:33:00Z,CMP-00186,42.04,21.36,29.7,0,0,0
2026-03-01T01:33:30Z,CMP-00187,51.52,26.42,27.4,0,0,0
2026-03-01T01:34:00Z,CMP-00188,49.04,24.88,30.9,0,0,0
2026-03-01T01:34:30Z,CMP-00189,48.05,24.46,30.8,0,0,0
2026-03-01T01:35:00Z,CMP-00190,55.0,27.16,28.3,0,0,0
2026-03-01T01:35:30Z,CMP-00191,49.54,24.44,28.8,0,0,0
2026-03-01T01:36:00Z,CMP-00192,48.84,23.9,32.6,0,0,0
2026-03-01T01:36:30Z,CMP-00193,53.46,26.18,27.5,0,0,0
2026-03-01T01:37:00Z,CMP-00194,44.72,22.04,25.8,0,0,0
2026-03-01T01:37:30Z,CMP-00195,50.31,25.85,29.8,0,0,0
2026-03-01T01:38:00Z,CMP-00196,57.0,28.89,29.7,0,0,0
2026-03-01T01:38:30Z,CMP-00197,52.43,25.8,31.1,0,0,0
2026-03-01T01:39:00Z,CMP-00198,52.04,26.02,32.2,0,0,0
2026-03-01T01:39:30Z,CMP-00199,52.81,27.66,30.1,0,0,0
2026-03-01T01:40:00Z,CMP-00200,52.94,26.03,33.7,0,0,0
2026-03-01T01:40:30Z,CMP-00201,51.71,25.48,29.1,0,0,0
2026-03-01T01:41:00Z,CMP-00202,48.65,24.92,33.3,0,0,0
2026-03-01T01:41:30Z,CMP-00203,44.82,22.55,30.6,0,0,0
2026-03-01T01:42:00Z,CMP-00204,48.49,25.19,30.0,0,0,0
2026-03-01T01:42:30Z,CMP-00205,44.37,21.87,25.6,0,0,0
2026-03-01T01:43:00Z,CMP-00206,48.34,23.88,30.3,0,0,0
2026-03-01T01:43:30Z,CMP-00207,50.51,24.42,28.0,0,0,0
2026-03-01T01:44:00Z,CMP-00208,41.78,20.69,31.9,0,0,0
2026-03-01T01:44:30Z,CMP-00209,50.81,25.45,33.4,0,0,0
2026-03-01T01:45:00Z,CMP-00210,51.31,26.36,27.3,0,0,0
2026-03-01T01:45:30Z,CMP-00211,49.89,25.34,26.7,0,0,0
2026-03-01T01:46:00Z,CMP-00212,56.27,27.81,29.2,0,0,0
2026-03-01T01:46:30Z,CMP-00213,42.07,20.27,29.8,0,0,0
2026-03-01T01:47:00Z,CMP-00214,55.15,27.73,31.4,0,0,0
2026-03-01T01:47:30Z,CMP-00215,49.73,24.29,30.9,0,0,0
2026-03-01T01:48:00Z,CMP-00216,52.95,26.95,28.9,0,0,0
2026-03-01T01:48:30Z,CMP-00217,45.96,23.81,32.3,0,0,0
2026-03-01T01:49:00Z,CMP-00218,47.32,24.03,28.2,0,0,0
2026-03-01T01:49:30Z,CMP-00219,54.08,26.33,32.8,0,0,0
2026-03-01T01:50:00Z,CMP-00220,54.81,27.3,29.3,0,0,0
2026-03-01T01:50:30Z,CMP-00221,49.44,24.64,27.7,0,0,0
2026-03-01T01:51:00Z,CMP-00222,51.46,25.39,28.5,0,0,0
2026-03-01T01:51:30Z,CMP-00223,60.04,30.6,30.2,0,0,0
2026-03-01T01:52:00Z,CMP-00224,55.95,28.56,27.6,0,0,0
2026-03-01T01:52:30Z,CMP-00225,43.96,22.29,31.3,0,0,0
2026-03-01T01:53:00Z,CMP-00226,58.32,28.53,25.0,0,0,0
2026-03-01T01:53:30Z,CMP-00227,45.12,22.7,30.4,0,0,0
2026-03-01T01:54:00Z,CMP-00228,49.94,24.76,28.2,0,0,0
2026-03-01T01:54:30Z,CMP-00229,50.44,24.55,32.3,0,0,0
2026-03-01T01:55:00Z,CMP-00230,50.48,25.44,29.5,0,0,0
2026-03-01T01:55:30Z,CMP-00231,48.62,24.04,29.5,0,0,0
2026-03-01T01:56:00Z,CMP-00232,52.65,26.36,34.0,0,0,0
2026-03-01T01:56:30Z,CMP-00233,35.1,17.95,30.5,0,0,0
2026-03-01T01:57:00Z,CMP-00234,54.54,26.76,32.7,0,0,0
2026-03-01T01:57:30Z,CMP-00235,47.93,23.72,30.6,0,0,0
2026-03-01T01:58:00Z,CMP-00236,51.21,26.39,29.1,0,0,0
2026-03-01T01:58:30Z,CMP-00237,42.11,21.6,29.6,0,0,0
2026-03-01T01:59:00Z,CMP-00238,58.05,29.49,34.3,0,0,0
2026-03-01T01:59:30Z,CMP-00239,45.51,23.66,28.2,0,0,0
2026-03-01T02:00:00Z,CMP-00240,49.03,23.52,30.1,0,0,0
2026-03-01T02:00:30Z,CMP-00241,41.0,20.48,27.8,0,0,0
2026-03-01T02:01:00Z,CMP-00242,56.26,28.91,32.7,0,0,0
2026-03-01T02:01:30Z,CMP-00243,44.23,22.01,30.1,0,0,0
2026-03-01T02:02:00Z,CMP-00244,53.86,27.44,30.4,0,0,0
2026-03-01T02:02:30Z,CMP-00245,55.25,28.48,31.2,0,0,0
2026-03-01T02:03:00Z,CMP-00246,45.84,23.12,29.5,0,0,0
2026-03-01T02:03:30Z,CMP-00247,58.0,28.08,29.7,0,0,0
2026-03-01T02:04:00Z,CMP-00248,55.3,28.1,32.1,0,0,0
2026-03-01T02:04:30Z,CMP-00249,53.13,26.76,29.8,0,0,0
2026-03-01T02:05:00Z,CMP-00250,49.46,24.59,30.1,0,0,0
2026-03-01T02:05:30Z,CMP-00251,49.22,24.36,31.5,0,0,0
2026-03-01T02:06:00Z,CMP-00252,63.78,32.97,34.0,1,1,1
2026-03-01T02:06:30Z,CMP-00253,46.8,22.68,30.9,0,0,0
2026-03-01T02:07:00Z,CMP-00254,47.74,24.89,31.1,0,0,0
2026-03-01T02:07:30Z,CMP-00255,54.36,27.27,26.7,0,0,0
2026-03-01T02:08:00Z,CMP-00256,55.09,27.8,27.6,0,0,0
2026-03-01T02:08:30Z,CMP-00257,42.77,22.06,29.7,0,0,0
2026-03-01T02:09:00Z,CMP-00258,51.76,25.89,25.8,0,0,0
2026-03-01T02:09:30Z,CMP-00259,51.18,26.18,30.4,0,0,0
2026-03-01T02:10:00Z,CMP-00260,51.99,25.8,30.5,0,0,0
2026-03-01T02:10:30Z,CMP-00261,50.02,25.24,30.1,0,0,0
2026-03-01T02:11:00Z,CMP-00262,40.37,19.93,30.8,0,0,0
2026-03-01T02:11:30Z,CMP-00263,46.54,24.28,30.1,0,0,0
2026-03-01T02:12:00Z,CMP-00264,47.06,24.1,29.4,0,0,0
2026-03-01T02:12:30Z,CMP-00265,41.91,20.12,30.6,0,0,0
2026-03-01T02:13:00Z,CMP-00266,50.87,25.05,32.7,0,0,0
2026-03-01T02:13:30Z,CMP-00267,45.46,23.79,29.5,0,0,0
2026-03-01T02:14:00Z,CMP-00268,61.3,30.81,32.2,0,0,0
2026-03-01T02:14:30Z,CMP-00269,50.77,25.88,31.8,0,0,0
2026-03-01T02:15:00Z,CMP-00270,51.46,25.84,29.2,0,0,0
2026-03-01T02:15:30Z,CMP-00271,43.13,21.53,32.5,0,0,0
2026-03-01T02:16:00Z,CMP-00272,45.6,22.85,28.3,0,0,0
2026-03-01T02:16:30Z,CMP-00273,45.83,22.45,28.8,0,0,0
2026-03-01T02:17:00Z,CMP-00274,46.08,23.18,28.0,0,0,0
2026-03-01T02:17:30Z,CMP-00275,58.22,29.01,30.2,0,0,0
2026-03-01T02:18:00Z,CMP-00276,50.95,24.87,32.9,0,0,0
2026-03-01T02:18:30Z,CMP-00277,50.5,24.74,30.0,0,0,0
2026-03-01T02:19:00Z,CMP-00278,43.9,21.78,29.2,0,0,0
2026-03-01T02:19:30Z,CMP-00279,53.9,27.51,30.7,0,0,0
2026-03-01T02:20:00Z,CMP-00280,57.98,29.42,31.2,0,0,0
2026-03-01T02:20:30Z,CMP-00281,53.1,26.32,25.7,0,0,0
2026-03-01T02:21:00Z,CMP-00282,47.22,23.42,29.2,0,0,0
2026-03-01T02:21:30Z,CMP-00283,52.9,27.17,31.4,0,0,0
2026-03-01T02:22:00Z,CMP-00284,44.38,22.03,31.4,0,0,0
2026-03-01T02:22:30Z,CMP-00285,47.62,22.82,32.0,0,0,0
2026-03-01T02:23:00Z,CMP-00286,46.48,23.58,32.1,0,0,0
2026-03-01T02:23:30Z,CMP-00287,55.22,26.99,31.6,0,0,0
2026-03-01T02:24:00Z,CMP-00288,48.53,24.12,34.4,0,0,0
2026-03-01T02:24:30Z,CMP-00289,49.23,24.21,28.3,0,0,0
2026-03-01T02:25:00Z,CMP-00290,43.51,21.81,29.0,0,0,0
2026-03-01T02:25:30Z,CMP-00291,48.14,23.95,32.3,0,0,0
2026-03-01T02:26:00Z,CMP-00292,44.94,22.82,29.4,0,0,0
2026-03-01T02:26:30Z,CMP-00293,50.33,25.51,33.8,0,0,0
2026-03-01T02:27:00Z,CMP-00294,42.11,21.24,27.8,0,0,0
2026-03-01T02:27:30Z,CMP-00295,48.76,25.06,29.5,0,0,0
2026-03-01T02:28:00Z,CMP-00296,46.45,23.79,28.4,0,0,0
2026-03-01T02:28:30Z,CMP-00297,50.86,25.2,22.9,0,0,0
2026-03-01T02:29:00Z,CMP-00298,55.24,27.14,34.5,0,0,0
2026-03-01T02:29:30Z,CMP-00299,49.58,24.76,30.5,0,0,0
2026-03-01T02:30:00Z,CMP-00300,49.91,25.51,29.0,0,0,0
2026-03-01T02:30:30Z,CMP-00301,44.22,22.44,30.6,0,0,0
2026-03-01T02:31:00Z,CMP-00302,47.82,24.46,34.5,0,0,0
2026-03-01T02:31:30Z,CMP-00303,39.33,19.35,29.6,0,0,0
2026-03-01T02:32:00Z,CMP-00304,57.4,28.55,29.8,0,0,0
2026-03-01T02:32:30Z,CMP-00305,41.93,20.66,28.9,0,0,0
2026-03-01T02:33:00Z,CMP-00306,47.94,22.95,30.5,0,0,0
2026-03-01T02:33:30Z,CMP-00307,43.59,22.81,27.0,0,0,0
2026-03-01T02:34:00Z,CMP-00308,43.06,21.53,29.7,0,0,0
2026-03-01T02:34:30Z,CMP-00309,51.23,25.97,27.3,0,0,0
2026-03-01T02:35:00Z,CMP-00310,49.21,23.9,28.8,0,0,0
2026-03-01T02:35:30Z,CMP-00311,64.5,31.34,30.9,1,1,1
2026-03-01T02:36:00Z,CMP-00312,49.1,23.9,33.9,0,0,0
2026-03-01T02:36:30Z,CMP-00313,57.25,28.4,30.0,0,0,0
2026-03-01T02:37:00Z,CMP-00314,54.42,26.78,29.6,0,0,0
2026-03-01T02:37:30Z,CMP-00315,59.25,29.32,26.7,0,0,0
2026-03-01T02:38:00Z,CMP-00316,53.68,27.33,29.6,0,0,0
2026-03-01T02:38:30Z,CMP-00317,42.03,20.55,31.0,0,0,0
2026-03-01T02:39:00Z,CMP-00318,48.78,24.48,29.6,0,0,0
2026-03-01T02:39:30Z,CMP-00319,53.05,26.58,30.7,0,0,0
2026-03-01T02:40:00Z,CMP-00320,48.26,23.64,32.4,0,0,0
2026-03-01T02:40:30Z,CMP-00321,51.79,24.63,29.2,0,0,0
2026-03-01T02:41:00Z,CMP-00322,51.44,25.58,28.9,0,0,0
2026-03-01T02:41:30Z,CMP-00323,47.09,25.17,30.7,0,0,0
2026-03-01T02:42:00Z,CMP-00324,51.88,26.6,31.0,0,0,0
2026-03-01T02:42:30Z,CMP-00325,47.5,23.6,29.7,0,0,0
2026-03-01T02:43:00Z,CMP-00326,52.06,25.91,27.5,0,0,0
2026-03-01T02:43:30Z,CMP-00327,43.11,21.25,27.8,0,0,0
2026-03-01T02:44:00Z,CMP-00328,51.31,26.3,33.5,0,0,0
2026-03-01T02:44:30Z,CMP-00329,61.62,30.27,28.1,1,1,1
2026-03-01T02:45:00Z,CMP-00330,55.71,26.92,30.7,0,0,0
2026-03-01T02:45:30Z,CMP-00331,42.64,22.04,31.3,0,0,0
2026-03-01T02:46:00Z,CMP-00332,51.79,26.22,29.9,0,0,0
2026-03-01T02:46:30Z,CMP-00333,46.36,22.33,30.1,0,0,0
2026-03-01T02:47:00Z,CMP-00334,52.9,26.66,32.7,0,0,0
2026-03-01T02:47:30Z,CMP-00335,50.12,24.23,32.1,0,0,0
2026-03-01T02:48:00Z,CMP-00336,55.41,27.36,28.3,0,0,0
2026-03-01T02:48:30Z,CMP-00337,47.54,24.01,29.4,0,0,0
2026-03-01T02:49:00Z,CMP-00338,50.73,24.98,27.2,0,0,0
2026-03-01T02:49:30Z,CMP-00339,54.86,27.6,28.7,0,0,0
2026-03-01T02:50:00Z,CMP-00340,43.34,21.88,31.3,0,0,0
2026-03-01T02:50:30Z,CMP-00341,48.38,23.28,28.9,0,0,0
2026-03-01T02:51:00Z,CMP-00342,54.7,26.57,28.9,0,0,0
2026-03-01T02:51:30Z,CMP-00343,48.25,23.34,31.6,0,0,0
2026-03-01T02:52:00Z,CMP-00344,46.86,23.5,29.7,0,0,0
2026-03-01T02:52:30Z,CMP-00345,57.81,28.94,31.9,0,0,0
2026-03-01T02:53:00Z,CMP-00346,51.99,26.26,30.7,0,0,0
