timestamp,satellite_id,bus_voltage,battery_temperature,reaction_wheel_speed,sun_sensor_intensity,operating_mode,anomaly_label
2026-01-15T00:03:40Z,SAT-1001,27.482,20.95,1667.9,0.9287,SAFE_HOLD,1
2026-01-15T00:03:50Z,SAT-1002,28.103,20.59,1558.7,0.7719,NOMINAL,0
2026-01-15T00:04:00Z,SAT-1003,27.918,21.03,1493.3,0.9325,NOMINAL,0
2026-01-15T00:04:10Z,SAT-1004,27.452,20.68,1507.0,0.6371,NOMINAL,0
2026-01-15T00:04:20Z,SAT-1005,28.1,20.49,1492.8,0.81,NOMINAL,0
2026-01-15T00:04:30Z,SAT-1006,27.977,20.46,1532.4,0.6766,NOMINAL,0
2026-01-15T00:04:40Z,SAT-1000,27.76,20.65,1499.9,0.8801,NOMINAL,0
2026-01-15T00:04:50Z,SAT-1001,27.958,20.13,1505.7,0.9591,NOMINAL,0
2026-01-15T00:05:00Z,SAT-1002,28.767,19.75,1498.2,0.7952,STANDBY,0
2026-01-15T00:05:10Z,SAT-1003,28.388,20.1,1449.9,0.7323,NOMINAL,0
2026-01-15T00:05:20Z,SAT-1004,27.731,20.64,1500.7,0.7355,NOMINAL,0
2026-01-15T00:05:30Z,SAT-1005,27.841,20.64,1494.5,0.7884,NOMINAL,0
2026-01-15T00:05:40Z,SAT-1006,28.593,20.36,1492.3,0.8398,NOMINAL,0
2026-01-15T00:05:50Z,SAT-1000,27.885,20.78,1489.1,0.78,NOMINAL,0
2026-01-15T00:06:00Z,SAT-1001,28.881,20.81,1461.4,0.6168,NOMINAL,0
2026-01-15T00:06:10Z,SAT-1002,28.722,20.68,1497.3,0.9979,NOMINAL,0
2026-01-15T00:06:20Z,SAT-1003,26.947,20.85,1469.9,0.8853,NOMINAL,0
2026-01-15T00:06:30Z,SAT-1004,28.234,21.17,1511.6,0.6772,NOMINAL,0
2026-01-15T00:06:40Z,SAT-1005,27.309,20.74,1712.0,0.6564,SAFE_HOLD,1
2026-01-15T00:06:50Z,SAT-1006,28.001,21.07,1480.8,0.8831,NOMINAL,0
2026-01-15T00:07:00Z,SAT-1000,28.083,20.96,1444.7,0.6457,NOMINAL,0
2026-01-15T00:07:10Z,SAT-1001,28.035,20.73,1477.1,0.7254,NOMINAL,0
2026-01-15T00:07:20Z,SAT-1002,28.345,21.05,1499.4,0.7333,STANDBY,0
2026-01-15T00:07:30Z,SAT-1003,27.457,21.37,1482.1,0.9856,NOMINAL,0
2026-01-15T00:07:40Z,SAT-1004,27.658,21.16,1549.9,0.9948,NOMINAL,0
2026-01-15T00:07:50Z,SAT-1005,28.23,21.16,1529.6,0.85,STANDBY,0
2026-01-15T00:08:00Z,SAT-1006,28.343,21.02,1685.9,0.7642,SAFE_HOLD,1
2026-01-15T00:08:10Z,SAT-1000,28.443,20.44,1484.0,0.6712,NOMINAL,0
2026-01-15T00:08:20Z,SAT-1001,28.483,21.3,1491.8,0.728,NOMINAL,0
2026-01-15T00:08:30Z,SAT-1002,28.35,21.48,1493.6,0.7872,NOMINAL,0
2026-01-15T00:08:40Z,SAT-1003,27.818,21.12,1528.7,0.7277,NOMINAL,0
2026-01-15T00:08:50Z,SAT-1004,27.23,20.73,1476.6,0.6006,NOMINAL,0
2026-01-15T00:09:00Z,SAT-1005,28.174,20.99,1508.8,0.9882,NOMINAL,0
2026-01-15T00:09:10Z,SAT-1006,28.176,21.38,1459.7,0.8724,NOMINAL,0
2026-01-15T00:09:20Z,SAT-1000,27.74,21.49,1503.0,0.889,NOMINAL,0
2026-01-15T00:09:30Z,SAT-1001,28.04,20.75,1508.2,0.8873,NOMINAL,0
2026-01-15T00:09:40Z,SAT-1002,27.844,20.99,1471.5,0.6442,NOMINAL,0
2026-01-15T00:09:50Z,SAT-1003,28.261,20.7,1523.2,0.6153,NOMINAL,0
2026-01-15T00:10:00Z,SAT-1004,28.09,21.13,1473.5,0.7412,NOMINAL,0
2026-01-15T00:10:10Z,SAT-1005,27.934,21.11,1475.7,0.7674,NOMINAL,0
2026-01-15T00:10:20Z,SAT-1006,29.182,21.36,1580.0,0.6915,NOMINAL,0
2026-01-15T00:10:30Z,SAT-1000,27.559,21.34,1527.2,0.9196,NOMINAL,0
2026-01-15T00:10:40Z,SAT-1001,28.228,21.45,1496.7,0.8938,STANDBY,0
2026-01-15T00:10:50Z,SAT-1002,28.082,21.07,1508.5,0.7858,NOMINAL,0
2026-01-15T00:11:00Z,SAT-1003,27.531,21.4,1477.0,0.6123,NOMINAL,0
2026-01-15T00:11:10Z,SAT-1004,28.025,21.89,1464.5,0.9734,NOMINAL,0
2026-01-15T00:11:20Z,SAT-1005,28.14,21.83,1499.9,0.9659,NOMINAL,0
2026-01-15T00:11:30Z,SAT-1006,27.975,21.15,1538.9,0.7291,NOMINAL,0
2026-01-15T00:11:40Z,SAT-1000,28.875,21.99,1498.6,0.9033,NOMINAL,0
2026-01-15T00:11:50Z,SAT-1001,27.987,21.05,1476.1,0.6402,NOMINAL,0
2026-01-15T00:12:00Z,SAT-1002,27.17,21.24,1472.1,0.838,NOMINAL,0
2026-01-15T00:12:10Z,SAT-1003,28.146,21.22,1501.7,0.6855,NOMINAL,0
2026-01-15T00:12:20Z,SAT-1004,28.518,21.74,1495.9,0.6952,NOMINAL,0
2026-01-15T00:12:30Z,SAT-1005,27.258,22.04,1474.9,0.6152,STANDBY,0
2026-01-15T00:12:40Z,SAT-1006,27.72,21.45,1450.4,0.869,NOMINAL,0
2026-01-15T00:12:50Z,SAT-1000,28.169,21.21,1501.4,0.6901,NOMINAL,0
2026-01-15T00:13:00Z,SAT-1001,28.24,21.28,1517.0,0.9758,NOMINAL,0
2026-01-15T00:13:10Z,SAT-1002,27.923,21.52,1493.9,0.9297,NOMINAL,0
2026-01-15T00:13:20Z,SAT-1003,27.858,21.86,1483.3,0.9045,NOMINAL,0
2026-01-15T00:13:30Z,SAT-1004,28.078,20.91,1474.5,0.6979,NOMINAL,0
2026-01-15T00:13:40Z,SAT-1005,26.969,21.73,1478.0,0.7953,NOMINAL,0
2026-01-15T00:13:50Z,SAT-1006,28.258,22.09,1472.2,0.685,NOMINAL,0
2026-01-15T00:14:00Z,SAT-1000,27.488,21.62,1506.1,0.8023,NOMINAL,0
2026-01-15T00:14:10Z,SAT-1001,27.834,22.06,1720.7,0.8223,SAFE_HOLD,1
2026-01-15T00:14:20Z,SAT-1002,28.571,22.08,1463.7,0.7964,NOMINAL,0
2026-01-15T00:14:30Z,SAT-1003,27.792,21.6,1498.6,0.9653,NOMINAL,0
2026-01-15T00:14:40Z,SAT-1004,28.541,21.58,1538.3,0.6425,NOMINAL,0
2026-01-15T00:14:50Z,SAT-1005,27.934,21.86,1518.5,0.678,NOMINAL,0
2026-01-15T00:15:00Z,SAT-1006,27.881,21.88,1504.0,0.8209,NOMINAL,0
2026-01-15T00:15:10Z,SAT-1000,28.018,21.8,1540.5,0.7402,NOMINAL,0
2026-01-15T00:15:20Z,SAT-1001,27.959,22.27,1473.9,0.762,NOMINAL,0
2026-01-15T00:15:30Z,SAT-1002,27.717,21.82,1490.4,0.7046,NOMINAL,0
2026-01-15T00:15:40Z,SAT-1003,28.38,22.07,1521.6,0.8712,NOMINAL,0
2026-01-15T00:15:50Z,SAT-1004,28.098,21.95,1463.9,0.7604,NOMINAL,0
2026-01-15T00:16:00Z,SAT-1005,28.094,21.73,1707.2,0.7251,SAFE_HOLD,1
2026-01-15T00:16:10Z,SAT-1006,28.342,22.31,1722.5,0.9117,SAFE_HOLD,1
2026-01-15T00:16:20Z,SAT-1000,27.515,22.1,1496.2,0.9976,NOMINAL,0
2026-01-15T00:16:30Z,SAT-1001,27.689,21.56,1517.4,0.6672,NOMINAL,0
2026-01-15T00:16:40Z,SAT-1002,27.538,19.59,1483.1,0.6442,NOMINAL,0
2026-01-15T00:16:50Z,SAT-1003,27.609,20.18,1529.4,0.8408,NOMINAL,0
2026-01-15T00:17:00Z,SAT-1004,27.046,21.0,1495.0,0.7324,NOMINAL,0
2026-01-15T00:17:10Z,SAT-1005,27.578,19.29,1484.5,0.9614,NOMINAL,0
2026-01-15T00:17:20Z,SAT-1006,27.94,20.02,1460.8,0.8503,NOMINAL,0
2026-01-15T00:17:30Z,SAT-1000,28.391,20.03,1504.6,0.988,NOMINAL,0
2026-01-15T00:17:40Z,SAT-1001,28.217,19.73,1523.3,0.8774,NOMINAL,0
2026-01-15T00:17:50Z,SAT-1002,27.679,20.46,1492.7,0.6626,NOMINAL,0
2026-01-15T00:18:00Z,SAT-1003,28.469,19.88,1548.4,0.7989,NOMINAL,0
2026-01-15T00:18:10Z,SAT-1004,28.088,20.54,1477.6,0.863,NOMINAL,0
2026-01-15T00:18:20Z,SAT-1005,28.011,20.36,1511.9,0.9463,NOMINAL,0
2026-01-15T00:18:30Z,SAT-1006,27.926,20.08,1513.5,0.6368,NOMINAL,0
2026-01-15T00:18:40Z,SAT-1000,27.394,20.1,1446.7,0.6061,NOMINAL,0
2026-01-15T00:18:50Z,SAT-1001,28.061,20.8,1503.7,0.6639,NOMINAL,0
2026-01-15T00:19:00Z,SAT-1002,28.569,20.55,1485.6,0.9934,NOMINAL,0
2026-01-15T00:19:10Z,SAT-1003,28.152,20.48,1516.0,0.8503,NOMINAL,0
2026-01-15T00:19:20Z,SAT-1004,28.019,20.29,1480.1,0.9023,NOMINAL,0
2026-01-15T00:19:30Z,SAT-1005,28.56,20.53,1504.5,0.8637,NOMINAL,0
2026-01-15T00:19:40Z,SAT-1006,28.34,20.85,1474.6,0.8347,NOMINAL,0
2026-01-15T00:19:50Z,SAT-1000,28.292,20.53,1493.2,0.6441,NOMINAL,0
2026-01-15T00:20:00Z,SAT-1001,27.991,19.96,1521.3,0.7025,NOMINAL,0
2026-01-15T00:20:10Z,SAT-1002,28.32,19.99,1515.3,0.7838,NOMINAL,0
2026-01-15T00:20:20Z,SAT-1003,27.926,20.3,1487.0,0.8644,NOMINAL,0
2026-01-15T00:20:30Z,SAT-1004,28.482,20.66,1500.0,0.8297,NOMINAL,0
2026-01-15T00:20:40Z,SAT-1005,28.438,20.77,1490.0,0.7142,NOMINAL,0
2026-01-15T00:20:50Z,SAT-1006,28.063,20.33,1506.0,0.6574,NOMINAL,0
2026-01-15T00:21:00Z,SAT-1000,28.51,20.74,1512.8,0.9561,NOMINAL,0
2026-01-15T00:21:10Z,SAT-1001,27.969,20.86,1461.6,0.9358,NOMINAL,0
2026-01-15T00:21:20Z,SAT-1002,28.547,20.36,1508.0,0.7159,NOMINAL,0
2026-01-15T00:21:30Z,SAT-1003,28.7,20.23,1514.7,0.8521,NOMINAL,0
2026-01-15T00:21:40Z,SAT-1004,28.11,21.19,1501.7,0.7983,NOMINAL,0
2026-01-15T00:21:50Z,SAT-1005,28.382,20.24,1475.0,0.7699,NOMINAL,0
2026-01-15T00:22:00Z,SAT-1006,27.612,20.59,1497.7,0.9423,NOMINAL,0
2026-01-15T00:22:10Z,SAT-1000,27.838,20.48,1491.9,0.7478,NOMINAL,0
2026-01-15T00:22:20Z,SAT-1001,27.815,20.5,1477.3,0.64,NOMINAL,0
2026-01-15T00:22:30Z,SAT-1002,27.667,20.78,1514.1,0.8091,NOMINAL,0
2026-01-15T00:22:40Z,SAT-1003,28.365,20.78,1523.4,0.7408,NOMINAL,0
2026-01-15T00:22:50Z,SAT-1004,27.871,21.03,1514.3,0.6644,NOMINAL,0
2026-01-15T00:23:00Z,SAT-1005,28.286,20.41,1583.4,0.9065,NOMINAL,0
2026-01-15T00:23:10Z,SAT-1006,27.709,21.16,1501.1,0.9147,NOMINAL,0
2026-01-15T00:23:20Z,SAT-1000,27.924,20.98,1543.7,0.8693,NOMINAL,0
2026-01-15T00:23:30Z,SAT-1001,27.844,21.57,1443.2,0.7618,NOMINAL,0
2026-01-15T00:23:40Z,SAT-1002,27.278,20.96,1537.5,0.6093,NOMINAL,0
2026-01-15T00:23:50Z,SAT-1003,28.023,20.96,1675.2,0.6014,SAFE_HOLD,1
2026-01-15T00:24:00Z,SAT-1004,28.116,20.53,1488.4,0.9144,NOMINAL,0
2026-01-15T00:24:10Z,SAT-1005,28.165,21.05,1681.1,0.9077,SAFE_HOLD,1
2026-01-15T00:24:20Z,SAT-1006,28.37,21.27,1467.0,0.8768,STANDBY,0
2026-01-15T00:24:30Z,SAT-1000,27.72,20.94,1506.3,0.9199,NOMINAL,0
2026-01-15T00:24:40Z,SAT-1001,28.601,20.53,1523.4,0.8059,NOMINAL,0
2026-01-15T00:24:50Z,SAT-1002,27.73,20.86,1462.3,0.7785,NOMINAL,0
2026-01-15T00:25:00Z,SAT-1003,28.17,21.38,1700.7,0.7356,SAFE_HOLD,1
2026-01-15T00:25:10Z,SAT-1004,27.485,20.82,1509.2,0.9615,NOMINAL,0
2026-01-15T00:25:20Z,SAT-1005,27.691,21.35,1705.0,0.8875,SAFE_HOLD,1
2026-01-15T00:25:30Z,SAT-1006,28.023,21.45,1518.0,0.8775,NOMINAL,0
2026-01-15T00:25:40Z,SAT-1000,27.959,21.02,1671.4,0.937,SAFE_HOLD,1
2026-01-15T00:25:50Z,SAT-1001,28.215,20.72,1494.8,0.8797,NOMINAL,0
2026-01-15T00:26:00Z,SAT-1002,27.05,21.36,1484.0,0.9419,NOMINAL,0
2026-01-15T00:26:10Z,SAT-1003,28.103,20.71,1671.4,0.7071,SAFE_HOLD,1
2026-01-15T00:26:20Z,SAT-1004,28.083,21.72,1541.3,0.7577,NOMINAL,0
2026-01-15T00:26:30Z,SAT-1005,28.323,21.13,1484.2,0.6268,NOMINAL,0
2026-01-15T00:26:40Z,SAT-1006,28.407,20.9,1515.7,0.7156,NOMINAL,0
2026-01-15T00:26:50Z,SAT-1000,27.998,21.2,1489.9,0.8018,NOMINAL,0
2026-01-15T00:27:00Z,SAT-1001,28.394,21.28,1538.9,0.7774,NOMINAL,0
2026-01-15T00:27:10Z,SAT-1002,28.3,21.8,1465.6,0.768,NOMINAL,0
2026-01-15T00:27:20Z,SAT-1003,28.071,21.47,1514.4,0.9765,NOMINAL,0
2026-01-15T00:27:30Z,SAT-1004,28.379,21.6,1479.8,0.8878,NOMINAL,0
2026-01-15T00:27:40Z,SAT-1005,28.343,21.18,1494.2,0.936,NOMINAL,0
2026-01-15T00:27:50Z,SAT-1006,28.205,20.84,1470.3,0.9685,NOMINAL,0
2026-01-15T00:28:00Z,SAT-1000,28.335,21.04,1527.5,0.6852,NOMINAL,0
2026-01-15T00:28:10Z,SAT-1001,28.254,21.12,1553.1,0.8519,NOMINAL,0
2026-01-15T00:28:20Z,SAT-1002,27.581,21.82,1537.7,0.7398,NOMINAL,0
2026-01-15T00:28:30Z,SAT-1003,27.838,21.2,1512.2,0.7773,NOMINAL,0
2026-01-15T00:28:40Z,SAT-1004,27.523,21.61,1507.4,0.6059,NOMINAL,0
2026-01-15T00:28:50Z,SAT-1005,27.828,20.99,1513.4,0.8637,NOMINAL,0
2026-01-15T00:29:00Z,SAT-1006,27.86,21.5,1465.9,0.9216,NOMINAL,0
2026-01-15T00:29:10Z,SAT-1000,28.076,21.07,1487.4,0.6224,NOMINAL,0
2026-01-15T00:29:20Z,SAT-1001,28.289,21.41,1465.9,0.6067,NOMINAL,0
2026-01-15T00:29:30Z,SAT-1002,27.987,21.69,1493.9,0.8665,NOMINAL,0
2026-01-15T00:29:40Z,SAT-1003,28.425,21.82,1516.3,0.8489,NOMINAL,0
2026-01-15T00:29:50Z,SAT-1004,27.987,21.66,1542.2,0.7614,NOMINAL,0
2026-01-15T00:30:00Z,SAT-1005,29.328,21.46,1545.6,0.9589,NOMINAL,0
2026-01-15T00:30:10Z,SAT-1006,28.164,21.64,1511.7,0.8483,NOMINAL,0
2026-01-15T00:30:20Z,SAT-1000,28.356,21.67,1669.9,0.6978,SAFE_HOLD,1
2026-01-15T00:30:30Z,SAT-1001,28.494,21.75,1501.9,0.6328,NOMINAL,0
2026-01-15T00:30:40Z,SAT-1002,27.733,22.1,1535.0,0.8601,NOMINAL,0
2026-01-15T00:30:50Z,SAT-1003,28.117,21.84,1476.5,0.7257,NOMINAL,0
2026-01-15T00:31:00Z,SAT-1004,28.031,21.51,1492.6,0.9673,NOMINAL,0
2026-01-15T00:31:10Z,SAT-1005,28.39,21.52,1491.6,0.6645,NOMINAL,0
2026-01-15T00:31:20Z,SAT-1006,27.724,21.54,1501.6,0.9366,NOMINAL,0
2026-01-15T00:31:30Z,SAT-1000,28.488,22.14,1527.8,0.6368,NOMINAL,0
2026-01-15T00:31:40Z,SAT-1001,28.09,22.15,1745.2,0.7591,SAFE_HOLD,1
2026-01-15T00:31:50Z,SAT-1002,28.028,21.5,1485.4,0.7241,NOMINAL,0
2026-01-15T00:32:00Z,SAT-1003,28.231,21.39,1465.5,0.6091,NOMINAL,0
2026-01-15T00:32:10Z,SAT-1004,27.246,22.33,1530.6,0.7406,NOMINAL,0
2026-01-15T00:32:20Z,SAT-1005,28.383,22.0,1503.4,0.6152,NOMINAL,0
2026-01-15T00:32:30Z,SAT-1006,27.604,21.21,1498.4,0.7405,NOMINAL,0
2026-01-15T00:32:40Z,SAT-1000,27.32,21.59,1505.1,0.7808,NOMINAL,0
2026-01-15T00:32:50Z,SAT-1001,28.06,21.85,1504.3,0.7878,NOMINAL,0
2026-01-15T00:33:00Z,SAT-1002,28.604,22.3,1467.1,0.7737,NOMINAL,0
2026-01-15T00:33:10Z,SAT-1003,27.997,21.6,1485.7,0.8703,NOMINAL,0
2026-01-15T00:33:20Z,SAT-1004,28.481,19.72,1478.6,0.6847,NOMINAL,0
2026-01-15T00:33:30Z,SAT-1005,28.578,20.24,1491.6,0.639,NOMINAL,0
2026-01-15T00:33:40Z,SAT-1006,27.946,20.0,1565.4,0.9108,NOMINAL,0
2026-01-15T00:33:50Z,SAT-1000,27.613,20.57,1550.6,0.8751,NOMINAL,0
2026-01-15T00:34:00Z,SAT-1001,27.548,19.91,1485.0,0.8298,NOMINAL,0
2026-01-15T00:34:10Z,SAT-1002,28.022,19.85,1453.9,0.8029,NOMINAL,0
2026-01-15T00:34:20Z,SAT-1003,28.033,20.69,1504.8,0.8521,NOMINAL,0
2026-01-15T00:34:30Z,SAT-1004,28.369,20.58,1546.8,0.7712,NOMINAL,0
2026-01-15T00:34:40Z,SAT-1005,27.503,20.37,1504.5,0.6587,NOMINAL,0
2026-01-15T00:34:50Z,SAT-1006,28.147,20.39,1481.5,0.944,NOMINAL,0
2026-01-15T00:35:00Z,SAT-1000,28.068,20.61,1496.5,0.6057,NOMINAL,0
2026-01-15T00:35:10Z,SAT-1001,27.7,20.46,1510.8,0.9266,NOMINAL,0
2026-01-15T00:35:20Z,SAT-1002,27.613,20.4,1442.2,0.644,NOMINAL,0
2026-01-15T00:35:30Z,SAT-1003,28.735,20.45,1475.8,0.847,NOMINAL,0
2026-01-15T00:35:40Z,SAT-1004,27.732,20.53,1546.7,0.9284,NOMINAL,0
2026-01-15T00:35:50Z,SAT-1005,28.381,20.16,1514.1,0.6812,NOMINAL,0
2026-01-15T00:36:00Z,SAT-1006,27.447,20.09,1537.1,0.7984,NOMINAL,0
2026-01-15T00:36:10Z,SAT-1000,27.609,20.19,1499.9,0.7027,NOMINAL,0
2026-01-15T00:36:20Z,SAT-1001,29.129,20.32,1513.6,0.6007,NOMINAL,0
2026-01-15T00:36:30Z,SAT-1002,28.21,21.02,1499.0,0.7373,NOMINAL,0
2026-01-15T00:36:40Z,SAT-1003,27.509,20.75,1532.8,0.7364,NOMINAL,0
2026-01-15T00:36:50Z,SAT-1004,28.089,20.5,1709.7,0.8625,SAFE_HOLD,1
2026-01-15T00:37:00Z,SAT-1005,27.669,20.26,1450.2,0.8716,NOMINAL,0
2026-01-15T00:37:10Z,SAT-1006,28.444,20.23,1478.3,0.895,NOMINAL,0
2026-01-15T00:37:20Z,SAT-1000,28.167,20.23,1524.9,0.7675,NOMINAL,0
2026-01-15T00:37:30Z,SAT-1001,28.614,21.0,1518.8,0.7471,NOMINAL,0
2026-01-15T00:37:40Z,SAT-1002,27.665,20.59,1547.5,0.7621,NOMINAL,0
2026-01-15T00:37:50Z,SAT-1003,27.705,20.4,1476.3,0.6511,NOMINAL,0
2026-01-15T00:38:00Z,SAT-1004,28.637,20.47,1457.4,0.714,NOMINAL,0
2026-01-15T00:38:10Z,SAT-1005,27.65,20.1,1496.1,0.6355,NOMINAL,0
2026-01-15T00:38:20Z,SAT-1006,28.218,19.94,1512.1,0.6227,NOMINAL,0
2026-01-15T00:38:30Z,SAT-1000,27.363,20.66,1523.3,0.6827,NOMINAL,0
2026-01-15T00:38:40Z,SAT-1001,28.28,20.81,1508.4,0.9242,NOMINAL,0
2026-01-15T00:38:50Z,SAT-1002,28.535,20.74,1545.9,0.9891,NOMINAL,0
2026-01-15T00:39:00Z,SAT-1003,28.115,20.89,1507.8,0.8677,NOMINAL,0
2026-01-15T00:39:10Z,SAT-1004,28.021,20.54,1509.9,0.641,NOMINAL,0
2026-01-15T00:39:20Z,SAT-1005,28.444,20.96,1469.8,0.8788,STANDBY,0
2026-01-15T00:39:30Z,SAT-1006,28.217,20.52,1698.2,0.7001,SAFE_HOLD,1
2026-01-15T00:39:40Z,SAT-1000,28.367,20.92,1513.4,0.816,NOMINAL,0
2026-01-15T00:39:50Z,SAT-1001,28.251,20.58,1480.3,0.8175,NOMINAL,0
2026-01-15T00:40:00Z,SAT-1002,27.822,21.35,1525.7,0.8835,NOMINAL,0
2026-01-15T00:40:10Z,SAT-1003,27.626,20.98,1546.2,0.9021,NOMINAL,0
2026-01-15T00:40:20Z,SAT-1004,28.107,20.81,1488.4,0.6765,NOMINAL,0
2026-01-15T00:40:30Z,SAT-1005,28.258,20.97,1517.0,0.9783,NOMINAL,0
2026-01-15T00:40:40Z,SAT-1006,27.726,21.02,1658.0,0.9589,SAFE_HOLD,1
2026-01-15T00:40:50Z,SAT-1000,27.707,20.86,1516.4,0.6853,NOMINAL,0
2026-01-15T00:41:00Z,SAT-1001,27.295,20.36,1507.7,0.755,NOMINAL,0
2026-01-15T00:41:10Z,SAT-1002,28.194,20.43,1500.5,0.6259,NOMINAL,0
2026-01-15T00:41:20Z,SAT-1003,28.243,20.23,1500.0,0.9579,NOMINAL,0
2026-01-15T00:41:30Z,SAT-1004,27.494,20.87,1679.5,0.6285,SAFE_HOLD,1
2026-01-15T00:41:40Z,SAT-1005,28.013,20.82,1483.0,0.6064,NOMINAL,0
2026-01-15T00:41:50Z,SAT-1006,27.96,21.08,1517.9,0.9455,NOMINAL,0
2026-01-15T00:42:00Z,SAT-1000,28.104,20.9,1532.5,0.6926,NOMINAL,0
2026-01-15T00:42:10Z,SAT-1001,28.071,20.94,1464.1,0.8099,NOMINAL,0
2026-01-15T00:42:20Z,SAT-1002,27.384,21.51,1493.1,0.6153,STANDBY,0
2026-01-15T00:42:30Z,SAT-1003,27.929,20.69,1728.2,0.8549,SAFE_HOLD,1
2026-01-15T00:42:40Z,SAT-1004,28.145,20.94,1497.9,0.8637,STANDBY,0
2026-01-15T00:42:50Z,SAT-1005,28.304,20.89,1526.6,0.6917,NOMINAL,0
2026-01-15T00:43:00Z,SAT-1006,28.473,21.89,1554.2,0.8897,NOMINAL,0
2026-01-15T00:43:10Z,SAT-1000,28.282,20.89,1545.2,0.9929,NOMINAL,0
2026-01-15T00:43:20Z,SAT-1001,28.607,21.65,1478.8,0.8568,NOMINAL,0
2026-01-15T00:43:30Z,SAT-1002,28.126,20.85,1470.9,0.725,NOMINAL,0
2026-01-15T00:43:40Z,SAT-1003,27.468,21.46,1454.3,0.7092,STANDBY,0
2026-01-15T00:43:50Z,SAT-1004,27.724,20.91,1478.8,0.927,NOMINAL,0
2026-01-15T00:44:00Z,SAT-1005,27.966,21.37,1546.6,0.9955,NOMINAL,0
2026-01-15T00:44:10Z,SAT-1006,27.595,21.09,1484.8,0.6909,NOMINAL,0
2026-01-15T00:44:20Z,SAT-1000,27.608,21.56,1496.9,0.8457,NOMINAL,0
2026-01-15T00:44:30Z,SAT-1001,27.085,21.86,1525.7,0.9289,NOMINAL,0
2026-01-15T00:44:40Z,SAT-1002,27.603,21.79,1470.5,0.624,NOMINAL,0
2026-01-15T00:44:50Z,SAT-1003,27.768,21.06,1522.5,0.6856,NOMINAL,0
2026-01-15T00:45:00Z,SAT-1004,27.599,21.24,1494.1,0.9732,NOMINAL,0
2026-01-15T00:45:10Z,SAT-1005,28.213,21.45,1536.8,0.9359,NOMINAL,0
2026-01-15T00:45:20Z,SAT-1006,28.399,21.53,1486.8,0.8045,NOMINAL,0
2026-01-15T00:45:30Z,SAT-1000,27.946,21.33,1443.7,0.6355,NOMINAL,0
2026-01-15T00:45:40Z,SAT-1001,28.464,21.77,1527.4,0.7711,NOMINAL,0
2026-01-15T00:45:50Z,SAT-1002,27.96,21.44,1531.3,0.7096,NOMINAL,0
2026-01-15T00:46:00Z,SAT-1003,27.248,21.38,1483.5,0.8992,NOMINAL,0
2026-01-15T00:46:10Z,SAT-1004,28.036,21.1,1527.4,0.6741,NOMINAL,0
2026-01-15T00:46:20Z,SAT-1005,28.237,21.53,1573.5,0.7554,NOMINAL,0
2026-01-15T00:46:30Z,SAT-1006,28.128,21.48,1481.7,0.9096,NOMINAL,0
2026-01-15T00:46:40Z,SAT-1000,28.685,21.3,1521.9,0.8396,NOMINAL,0
2026-01-15T00:46:50Z,SAT-1001,28.331,21.25,1502.6,0.8713,NOMINAL,0
