timestamp,satellite_id,bus_voltage,battery_temperature,reaction_wheel_speed,sun_sensor_intensity,operating_mode,anomaly_label,hardware_version
2026-02-02T08:04:20Z,SAT-1000,27.707,18.39,1488.1,0.6495,NOMINAL,0,HW-A2
2026-02-02T08:04:30Z,SAT-1001,28.573,20.3,1487.1,0.5571,NOMINAL,0,HW-A2
2026-02-02T08:04:40Z,SAT-1002,,18.48,1602.0,0.6622,NOMINAL,0,HW-A2
2026-02-02T08:04:50Z,SAT-1003,28.37,18.0,1499.2,0.2843,NOMINAL,0,HW-A2
2026-02-02T08:05:00Z,SAT-1004,28.862,19.04,1548.9,0.2912,STANDBY,0,HW-A2
2026-02-02T08:05:10Z,SAT-1000,,16.88,1532.5,0.8843,NOMINAL,0,HW-A2
2026-02-02T08:05:20Z,SAT-1001,27.711,18.85,1496.7,0.4372,NOMINAL,0,HW-A2
2026-02-02T08:05:30Z,SAT-1002,27.937,20.71,1531.5,0.7122,NOMINAL,0,HW-A2
2026-02-02T08:05:40Z,SAT-1003,28.545,ERR,1526.8,0.4813,NOMINAL,0,HW-A2
2026-02-02T08:05:50Z,SAT-1004,28.628,19.14,1575.5,0.1063,NOMINAL,0,HW-A2
2026-02-02T08:06:00Z,SAT-1000,27.993,16.89,1530.0,0.6681,NOMINAL,0,HW-A2
2026-02-02T08:06:10Z,SAT-1001,,17.61,1530.4,0.4148,NOMINAL,0,HW-A2
2026-02-02T08:06:20Z,SAT-1002,28.474,16.5,1534.5,0.9856,NOMINAL,0,HW-A2
2026-02-02T08:06:30Z,SAT-1003,28.374,18.77,1507.8,0.8865,NOMINAL,0,HW-A2
2026-02-02T08:06:40Z,SAT-1004,27.957,19.94,1566.8,0.1033,NOMINAL,0,HW-A2
2026-02-02T08:06:50Z,SAT-1000,27.582,19.23,1510.5,0.4936,NOMINAL,1,HW-A2
2026-02-02T08:07:00Z,SAT-1001,28.962,18.5,1421.4,0.0684,NOMINAL,0,HW-A2
2026-02-02T08:07:10Z,SAT-1002,28.704,18.85,1544.4,0.9352,NOMINAL,0,HW-A2
2026-02-02T08:07:20Z,SAT-1003,27.376,18.88,1496.1,0.7504,NOMINAL,0,HW-A2
2026-02-02T08:07:30Z,SAT-1004,27.822,20.3,1504.3,0.6438,SAFE_HOLD,0,HW-A2
2026-02-02T08:07:40Z,SAT-1000,28.459,17.79,1559.2,0.5977,NOMINAL,0,HW-A2
2026-02-02T08:07:50Z,SAT-1001,27.996,19.49,1502.0,0.113,NOMINAL,0,HW-A2
2026-02-02T08:08:00Z,SAT-1002,27.559,20.53,1416.0,0.3955,NOMINAL,0,HW-A2
2026-02-02T08:08:10Z,SAT-1003,27.625,17.72,1451.7,0.5128,NOMINAL,0,HW-A2
2026-02-02T08:08:10Z,SAT-1003,27.625,17.72,1451.7,0.5128,NOMINAL,0,HW-A2
2026-02-02T08:08:20Z,SAT-1004,,20.02,1519.5,0.8406,NOMINAL,0,HW-A2
2026-02-02T08:08:30Z,SAT-1000,28.284,18.94,1479.5,0.4327,NOMINAL,0,HW-A2
2026-02-02T08:08:40Z,SAT-1001,28.643,19.55,1491.7,0.0944,NOMINAL,0,HW-A2
2026-02-02T08:08:50Z,SAT-1002,27.014,19.97,1456.3,0.0028,STANDBY,0,HW-A2
2026-02-02T08:09:00Z,SAT-1003,28.343,19.88,1489.2,0.4713,NOMINAL,0,HW-A2
2026-02-02T08:09:00Z,SAT-1003,28.343,19.88,1489.2,0.4713,NOMINAL,0,HW-A2
2026-02-02T08:09:10Z,SAT-1004,28.065,19.25,1460.0,0.527,SAFE_HOLD,0,HW-A2
2026-02-02T08:09:20Z,SAT-1000,,19.15,1472.3,0.4061,NOMINAL,0,HW-A2
2026-02-02T08:09:30Z,SAT-1001,28.742,19.29,1461.6,0.9828,NOMINAL,0,HW-A2
2026-02-02T08:09:40Z,SAT-1002,27.087,21.74,1580.2,0.8669,NOMINAL,0,HW-A2
2026-02-02T08:09:50Z,SAT-1003,29.194,18.58,1645.2,0.9083,NOMINAL,0,HW-A2
2026-02-02T08:09:50Z,SAT-1003,29.194,18.58,1645.2,0.9083,NOMINAL,0,HW-A2
2026-02-02T08:10:00Z,SAT-1004,28.704,17.63,1576.2,0.0693,NOMINAL,0,HW-A2
2026-02-02T08:10:10Z,SAT-1000,28.125,16.48,1527.4,0.1092,NOMINAL,0,HW-A2
2026-02-02T08:10:20Z,SAT-1001,27.658,19.22,1467.4,0.6353,NOMINAL,0,HW-A2
2026-02-02T08:10:20Z,SAT-1001,27.658,19.22,1467.4,0.6353,NOMINAL,0,HW-A2
2026-02-02T08:10:30Z,SAT-1002,,19.28,1513.9,0.5501,NOMINAL,0,HW-A2
2026-02-02T08:10:30Z,SAT-1002,,19.28,1513.9,0.5501,NOMINAL,0,HW-A2
2026-02-02T08:10:40Z,SAT-1003,,N/A,1509.3,0.0631,NOMINAL,0,HW-A2
2026-02-02T08:10:50Z,SAT-1004,27.708,19.92,1484.4,0.3125,NOMINAL,0,HW-A2
2026-02-02T08:11:00Z,SAT-1000,27.453,19.71,1475.0,0.3423,NOMINAL,0,HW-A2
2026-02-02T08:11:10Z,SAT-1001,26.708,18.88,1487.7,0.0729,NOMINAL,0,HW-A2
2026-02-02T08:11:20Z,SAT-1002,27.961,19.36,1498.2,0.2916,STANDBY,0,HW-A2
2026-02-02T08:11:30Z,SAT-1003,27.667,18.91,1429.1,0.6323,NOMINAL,0,HW-A2
2026-02-02T08:11:40Z,SAT-1004,27.966,20.47,1477.2,0.1832,STANDBY,0,HW-A2
2026-02-02T08:11:50Z,SAT-1000,27.612,19.8,1490.7,0.1388,NOMINAL,0,HW-A2
2026-02-02T08:12:00Z,SAT-1001,28.648,20.27,1506.6,0.9612,NOMINAL,0,HW-A2
2026-02-02T08:12:10Z,SAT-1002,27.365,18.84,1432.0,0.6126,NOMINAL,0,HW-A2
2026-02-02T08:12:20Z,SAT-1003,26.803,N/A,1473.4,0.9411,NOMINAL,0,HW-A2
2026-02-02T08:12:30Z,SAT-1004,28.175,18.46,1427.8,0.0649,NOMINAL,0,HW-A2
2026-02-02T08:12:40Z,SAT-1000,26.956,18.96,1552.2,0.4356,STANDBY,0,HW-A2
2026-02-02T08:12:50Z,SAT-1001,27.843,17.52,1384.2,0.0797,NOMINAL,0,HW-A2
2026-02-02T08:13:00Z,SAT-1002,28.421,20.41,1470.1,0.7797,NOMINAL,0,HW-A2
2026-02-02T08:13:10Z,SAT-1003,27.924,19.11,1499.2,0.0015,NOMINAL,0,HW-A2
2026-02-02T08:13:20Z,SAT-1004,28.131,--,1541.6,0.6778,NOMINAL,0,HW-A2
2026-02-02T08:13:30Z,SAT-1000,28.183,17.34,1490.9,0.0034,NOMINAL,1,HW-A2
2026-02-02T08:13:40Z,SAT-1001,28.69,18.15,1422.1,0.9895,NOMINAL,0,HW-A2
2026-02-02T08:13:50Z,SAT-1002,,19.78,1496.3,0.706,NOMINAL,0,HW-A2
2026-02-02T08:14:00Z,SAT-1003,28.876,19.68,1515.8,0.1414,NOMINAL,0,HW-A2
2026-02-02T08:14:10Z,SAT-1004,28.715,20.11,1482.6,0.9501,STANDBY,0,HW-A2
2026-02-02T08:14:20Z,SAT-1000,,17.58,1452.2,0.9107,NOMINAL,0,HW-A2
2026-02-02T08:14:30Z,SAT-1001,28.067,19.07,1522.2,0.48,NOMINAL,0,HW-A2
2026-02-02T08:14:40Z,SAT-1002,27.375,19.57,1499.4,0.9598,NOMINAL,0,HW-A2
2026-02-02T08:14:50Z,SAT-1003,27.773,19.8,1405.9,0.0427,NOMINAL,0,HW-A2
2026-02-02T08:15:00Z,SAT-1004,27.384,20.04,1564.8,0.1315,NOMINAL,0,HW-A2
2026-02-02T08:15:10Z,SAT-1000,,18.75,1472.7,0.6203,NOMINAL,0,HW-A2
2026-02-02T08:15:20Z,SAT-1001,28.312,17.41,1517.0,0.931,SAFE_HOLD,0,HW-A2
2026-02-02T08:15:30Z,SAT-1002,27.842,17.74,1569.1,0.4141,NOMINAL,0,HW-A2
2026-02-02T08:15:40Z,SAT-1003,27.322,19.38,1500.1,0.4162,NOMINAL,0,HW-A2
2026-02-02T08:15:50Z,SAT-1004,27.486,19.41,1527.9,0.1661,NOMINAL,0,HW-A2
2026-02-02T08:16:00Z,SAT-1000,27.724,19.93,1527.9,0.5023,NOMINAL,0,HW-A2
2026-02-02T08:16:10Z,SAT-1001,27.496,18.88,1428.4,0.4341,NOMINAL,0,HW-A2
2026-02-02T08:16:20Z,SAT-1002,27.358,17.88,1463.5,0.824,NOMINAL,0,HW-A2
2026-02-02T08:16:30Z,SAT-1003,,20.23,1545.0,0.863,NOMINAL,0,HW-A2
2026-02-02T08:16:40Z,SAT-1004,28.326,19.77,1442.1,0.8506,STANDBY,0,HW-A2
2026-02-02T08:16:50Z,SAT-1000,27.517,18.15,1457.6,0.9026,NOMINAL,0,HW-A2
2026-02-02T08:17:00Z,SAT-1001,28.07,19.91,1553.2,0.2363,NOMINAL,0,HW-A2
2026-02-02T08:17:10Z,SAT-1002,29.424,20.9,1561.6,0.618,NOMINAL,0,HW-A2
2026-02-02T08:17:20Z,SAT-1003,,18.8,1471.4,0.9273,STANDBY,0,HW-A2
2026-02-02T08:17:30Z,SAT-1004,27.703,18.61,1503.4,0.5156,NOMINAL,0,HW-A2
2026-02-02T08:17:40Z,SAT-1000,,19.37,1514.0,0.4763,NOMINAL,0,HW-A2
2026-02-02T08:17:50Z,SAT-1001,27.867,17.93,1462.2,0.2689,NOMINAL,0,HW-A2
2026-02-02T08:18:00Z,SAT-1002,27.392,15.91,1479.6,0.1414,NOMINAL,0,HW-A2
2026-02-02T08:18:10Z,SAT-1003,27.998,18.49,1525.9,0.3168,NOMINAL,0,HW-A2
2026-02-02T08:18:20Z,SAT-1004,28.389,18.25,1539.3,0.7941,NOMINAL,0,HW-A2
2026-02-02T08:18:30Z,SAT-1000,,18.38,1451.6,0.9774,NOMINAL,0,HW-A2
2026-02-02T08:18:40Z,SAT-1001,27.526,18.31,1476.1,0.5781,NOMINAL,0,HW-A2
2026-02-02T08:18:50Z,SAT-1002,27.682,18.5,1591.9,0.3185,NOMINAL,0,HW-A2
2026-02-02T08:19:00Z,SAT-1003,28.522,18.44,1491.6,0.4361,NOMINAL,0,HW-A2
2026-02-02T08:19:10Z,SAT-1004,,18.32,1461.2,0.4308,NOMINAL,0,HW-A2
2026-02-02T08:19:20Z,SAT-1000,27.436,18.84,1536.1,0.5166,NOMINAL,0,HW-A2
2026-02-02T08:19:30Z,SAT-1001,27.826,18.16,1544.3,0.1638,NOMINAL,0,HW-A2
2026-02-02T08:19:40Z,SAT-1002,27.653,19.41,1467.1,0.9199,SAFE_HOLD,0,HW-A2
2026-02-02T08:19:50Z,SAT-1003,,19.42,1502.2,0.408,NOMINAL,0,HW-A2
2026-02-02T08:20:00Z,SAT-1004,28.243,20.0,1453.2,0.4919,NOMINAL,0,HW-A2
2026-02-02T08:20:10Z,SAT-1000,28.497,19.01,1509.0,0.2963,NOMINAL,1,HW-A2
2026-02-02T08:20:20Z,SAT-1001,27.753,19.35,1562.7,0.0668,NOMINAL,0,HW-A2
2026-02-02T08:20:30Z,SAT-1002,28.582,19.6,1451.8,0.4034,NOMINAL,0,HW-A2
2026-02-02T08:20:40Z,SAT-1003,28.378,17.44,1477.4,0.098,NOMINAL,0,HW-A2
2026-02-02T08:20:50Z,SAT-1004,27.117,18.71,1509.6,0.2753,NOMINAL,0,HW-A2
2026-02-02T08:21:00Z,SAT-1000,,19.78,1536.3,0.8848,NOMINAL,0,HW-A2
2026-02-02T08:21:10Z,SAT-1001,28.048,18.45,1535.2,0.134,NOMINAL,0,HW-A2
2026-02-02T08:21:20Z,SAT-1002,28.261,19.5,1577.9,0.6298,NOMINAL,0,HW-A2
2026-02-02T08:21:30Z,SAT-1003,28.079,18.12,1463.6,0.6689,STANDBY,0,HW-A2
2026-02-02T08:21:40Z,SAT-1004,27.512,18.36,1441.0,0.9457,NOMINAL,0,HW-A2
2026-02-02T08:21:50Z,SAT-1000,29.542,19.28,1451.6,0.9207,NOMINAL,0,HW-A2
2026-02-02T08:22:00Z,SAT-1001,28.587,19.19,1463.7,0.9744,NOMINAL,0,HW-A2
2026-02-02T08:22:10Z,SAT-1002,28.169,19.58,1565.9,0.0141,NOMINAL,0,HW-A2
2026-02-02T08:22:20Z,SAT-1003,27.786,18.67,1458.6,0.1437,NOMINAL,0,HW-A2
2026-02-02T08:22:30Z,SAT-1004,26.894,17.34,1477.5,0.0913,NOMINAL,0,HW-A2
2026-02-02T08:22:40Z,SAT-1000,28.34,16.64,1466.7,0.9933,NOMINAL,0,HW-A2
2026-02-02T08:22:50Z,SAT-1001,27.95,19.05,1446.7,0.2536,SAFE_HOLD,0,HW-A2
2026-02-02T08:27:50Z,SAT-1002,27.257,18.27,1481.1,0.5715,NOMINAL,0,HW-A2
2026-02-02T08:28:00Z,SAT-1003,27.726,18.76,1535.6,0.175,NOMINAL,0,HW-A2
2026-02-02T08:28:10Z,SAT-1004,27.577,20.01,1531.7,0.5757,NOMINAL,0,HW-A2
2026-02-02T08:28:20Z,SAT-1000,,18.95,1534.2,0.9956,NOMINAL,0,HW-A2
2026-02-02T08:28:30Z,SAT-1001,27.751,19.54,1601.7,0.2948,NOMINAL,0,HW-A2
2026-02-02T08:28:40Z,SAT-1002,27.823,19.88,1443.0,0.6859,STANDBY,0,HW-A2
2026-02-02T08:28:50Z,SAT-1003,28.013,18.84,1515.7,0.4847,NOMINAL,0,HW-A2
2026-02-02T08:29:00Z,SAT-1004,27.622,20.24,1469.5,0.5568,NOMINAL,0,HW-A2
2026-02-02T08:29:10Z,SAT-1000,27.758,18.46,1476.2,0.1695,NOMINAL,0,HW-A2
2026-02-02T08:29:20Z,SAT-1001,28.343,19.13,1583.9,0.4007,NOMINAL,0,HW-A2
2026-02-02T08:29:30Z,SAT-1002,26.934,20.12,1496.9,0.5187,NOMINAL,0,HW-A2
2026-02-02T08:29:40Z,SAT-1003,27.338,20.41,1489.0,0.8239,NOMINAL,0,HW-A2
2026-02-02T08:29:50Z,SAT-1004,20.108,19.03,1493.7,0.8263,NOMINAL,0,HW-A2
2026-02-02T08:30:00Z,SAT-1000,27.391,18.43,1496.2,0.3849,SAFE_HOLD,0,HW-A2
2026-02-02T08:30:10Z,SAT-1001,27.781,23.26,1441.4,0.4547,NOMINAL,0,HW-A2
2026-02-02T08:30:20Z,SAT-1002,28.715,19.42,1533.8,0.5947,NOMINAL,0,HW-A2
2026-02-02T08:30:30Z,SAT-1003,28.33,18.88,1469.0,0.9911,NOMINAL,0,HW-A2
2026-02-02T08:30:40Z,SAT-1004,26.926,18.9,1606.2,0.5237,NOMINAL,0,HW-A2
2026-02-02T08:30:50Z,SAT-1000,28.243,18.64,1537.9,0.5268,NOMINAL,0,HW-A2
2026-02-02T08:31:00Z,SAT-1001,,20.5,1497.7,0.8836,NOMINAL,0,HW-A2
2026-02-02T08:31:10Z,SAT-1002,,19.61,1430.0,0.7351,NOMINAL,0,HW-A2
2026-02-02T08:31:20Z,SAT-1003,29.468,17.29,1519.8,0.2768,NOMINAL,0,HW-A2
2026-02-02T08:31:30Z,SAT-1004,27.433,18.43,1510.4,0.1905,NOMINAL,0,HW-A2
2026-02-02T08:31:40Z,SAT-1000,27.821,19.03,1618.6,0.2363,NOMINAL,1,HW-A2
2026-02-02T08:31:50Z,SAT-1001,27.749,21.46,1479.5,0.235,NOMINAL,0,HW-A2
2026-02-02T08:32:00Z,SAT-1002,28.915,18.92,1506.1,0.5552,NOMINAL,0,HW-A2
2026-02-02T08:32:10Z,SAT-1003,,20.16,1492.7,0.9754,NOMINAL,0,HW-A2
2026-02-02T08:32:20Z,SAT-1004,27.705,18.29,1582.4,0.8658,NOMINAL,0,HW-A2
2026-02-02T08:32:30Z,SAT-1000,,19.25,1519.3,0.1432,NOMINAL,0,HW-A2
2026-02-02T08:32:40Z,SAT-1001,,19.46,1519.9,0.3749,NOMINAL,0,HW-A2
2026-02-02T08:32:50Z,SAT-1002,28.222,19.67,1528.0,0.4648,SAFE_HOLD,0,HW-A2
2026-02-02T08:33:00Z,SAT-1003,27.593,17.19,1405.1,0.0835,NOMINAL,0,HW-A2
2026-02-02T08:33:10Z,SAT-1004,28.16,19.38,1486.8,0.8871,NOMINAL,0,HW-A2
2026-02-02T08:33:20Z,SAT-1000,27.16,17.3,1483.0,0.7716,NOMINAL,0,HW-A2
2026-02-02T08:33:30Z,SAT-1001,27.492,20.02,1469.9,0.0311,NOMINAL,0,HW-A2
2026-02-02T08:33:40Z,SAT-1002,28.426,19.23,1444.7,0.8694,NOMINAL,0,HW-A2
2026-02-02T08:33:50Z,SAT-1003,29.421,18.08,1439.0,0.8755,NOMINAL,0,HW-A2
2026-02-02T08:34:00Z,SAT-1004,28.431,--,1462.4,0.0816,NOMINAL,0,HW-A2
2026-02-02T08:34:10Z,SAT-1000,27.635,18.06,1424.6,0.4324,NOMINAL,0,HW-A2
2026-02-02T08:34:20Z,SAT-1001,27.62,19.17,1494.6,0.0625,NOMINAL,0,HW-A2
2026-02-02T08:34:30Z,SAT-1002,27.835,19.08,1523.3,0.318,NOMINAL,0,HW-A2
2026-02-02T08:34:40Z,SAT-1003,28.431,18.88,1448.0,0.0141,NOMINAL,0,HW-A2
2026-02-02T08:34:50Z,SAT-1004,29.238,18.96,1505.1,0.2524,NOMINAL,0,HW-A2
2026-02-02T08:35:00Z,SAT-1000,28.972,ERR,1468.6,0.916,NOMINAL,0,HW-A2
2026-02-02T08:35:00Z,SAT-1000,28.972,ERR,1468.6,0.916,NOMINAL,0,HW-A2
2026-02-02T08:35:10Z,SAT-1001,28.309,19.95,1531.7,0.7841,NOMINAL,0,HW-A2
2026-02-02T08:35:20Z,SAT-1002,27.205,19.56,1500.9,0.703,NOMINAL,0,HW-A2
2026-02-02T08:35:30Z,SAT-1003,27.418,16.92,1467.1,0.737,NOMINAL,0,HW-A2
2026-02-02T08:35:40Z,SAT-1004,,17.7,1500.0,0.121,NOMINAL,0,HW-A2
2026-02-02T08:35:50Z,SAT-1000,28.594,18.75,1508.9,0.6634,NOMINAL,0,HW-A2
2026-02-02T08:36:00Z,SAT-1001,27.78,19.33,1558.2,0.2296,NOMINAL,0,HW-A2
2026-02-02T08:36:10Z,SAT-1002,28.032,20.6,1502.9,0.2014,NOMINAL,0,HW-A2
2026-02-02T08:36:20Z,SAT-1003,27.874,18.9,1468.9,0.0382,NOMINAL,0,HW-A2
2026-02-02T08:36:30Z,SAT-1004,28.525,18.3,1462.1,0.827,SAFE_HOLD,0,HW-A2
2026-02-02T08:36:40Z,SAT-1000,29.371,18.42,1494.3,0.2061,SAFE_HOLD,0,HW-A2
2026-02-02T08:36:50Z,SAT-1001,28.683,18.15,1528.7,0.28,NOMINAL,0,HW-A2
2026-02-02T08:37:00Z,SAT-1002,27.57,17.65,1466.5,0.0702,NOMINAL,0,HW-A2
2026-02-02T08:37:10Z,SAT-1003,26.923,20.27,1543.9,0.8299,NOMINAL,0,HW-A2
2026-02-02T08:37:20Z,SAT-1004,28.319,19.61,1484.5,0.9657,NOMINAL,0,HW-A2
2026-02-02T08:37:30Z,SAT-1000,28.612,18.23,1515.9,0.9926,NOMINAL,0,HW-A2
2026-02-02T08:37:40Z,SAT-1001,28.048,19.1,1456.7,0.8236,NOMINAL,0,HW-A2
2026-02-02T08:37:50Z,SAT-1002,28.379,18.23,1481.2,0.351,NOMINAL,0,HW-A2
2026-02-02T08:38:00Z,SAT-1003,28.546,20.28,1567.3,0.3574,NOMINAL,0,HW-A2
2026-02-02T08:38:10Z,SAT-1004,28.733,19.25,1556.5,0.0048,SAFE_HOLD,0,HW-A2
2026-02-02T08:38:20Z,SAT-1000,36.807,18.99,1427.5,0.0339,NOMINAL,1,HW-A2
2026-02-02T08:38:30Z,SAT-1001,27.782,19.25,1474.1,0.9827,NOMINAL,0,HW-A2
2026-02-02T08:38:40Z,SAT-1002,28.327,17.89,1533.3,0.0137,NOMINAL,0,HW-A2
2026-02-02T08:38:50Z,SAT-1003,,18.17,1474.0,0.1702,NOMINAL,0,HW-A2
2026-02-02T08:39:00Z,SAT-1004,26.953,17.84,1510.4,0.2644,NOMINAL,0,HW-A2
2026-02-02T08:39:10Z,SAT-1000,28.53,19.41,1410.5,0.2127,NOMINAL,0,HW-A2
2026-02-02T08:39:10Z,SAT-1000,28.53,19.41,1410.5,0.2127,NOMINAL,0,HW-A2
2026-02-02T08:39:20Z,SAT-1001,27.969,19.61,1526.2,0.8268,SAFE_HOLD,0,HW-A2
2026-02-02T08:39:30Z,SAT-1002,28.166,16.68,1467.7,0.2463,NOMINAL,0,HW-A2
2026-02-02T08:39:40Z,SAT-1003,28.396,20.92,1520.1,0.4901,NOMINAL,0,HW-A2
2026-02-02T08:39:50Z,SAT-1004,,18.58,1435.5,0.9025,NOMINAL,0,HW-A2
2026-02-02T08:40:00Z,SAT-1000,28.606,19.65,1515.3,0.2204,NOMINAL,0,HW-A2
2026-02-02T08:40:10Z,SAT-1001,26.522,18.27,1484.2,0.5891,NOMINAL,0,HW-A2
2026-02-02T08:40:20Z,SAT-1002,27.834,18.56,1507.9,0.8069,NOMINAL,0,HW-A2
2026-02-02T08:40:30Z,SAT-1003,27.522,18.04,1535.0,0.7179,NOMINAL,0,HW-A2
2026-02-02T08:40:40Z,SAT-1004,28.31,18.17,1409.8,0.3606,NOMINAL,0,HW-A2
2026-02-02T08:40:50Z,SAT-1000,27.73,19.78,1489.6,0.8808,NOMINAL,0,HW-A2
2026-02-02T08:41:00Z,SAT-1001,27.802,21.13,1561.0,0.072,NOMINAL,0,HW-A2
2026-02-02T08:41:10Z,SAT-1002,27.835,18.0,1515.6,0.5357,NOMINAL,0,HW-A2
2026-02-02T08:41:20Z,SAT-1003,27.506,18.74,1485.0,0.9517,NOMINAL,0,HW-A2
2026-02-02T08:41:30Z,SAT-1004,27.555,19.02,1543.0,0.9996,NOMINAL,0,HW-A2
2026-02-02T08:41:40Z,SAT-1000,28.571,19.88,1471.2,0.5943,SAFE_HOLD,0,HW-A2
2026-02-02T08:41:50Z,SAT-1001,27.945,18.21,1479.2,0.72,SAFE_HOLD,0,HW-A2
2026-02-02T08:41:50Z,SAT-1001,27.945,18.21,1479.2,0.72,SAFE_HOLD,0,HW-A2
2026-02-02T08:42:00Z,SAT-1002,27.387,18.72,1535.1,0.0654,NOMINAL,0,HW-A2
2026-02-02T08:42:10Z,SAT-1003,27.268,19.45,1452.3,0.5807,STANDBY,0,HW-A2
2026-02-02T08:42:20Z,SAT-1004,27.552,19.53,1527.3,0.4291,NOMINAL,0,HW-A2
2026-02-02T08:42:30Z,SAT-1000,27.646,19.8,1528.5,0.101,NOMINAL,0,HW-A2
2026-02-02T08:42:40Z,SAT-1001,28.113,19.23,1558.1,0.8494,STANDBY,0,HW-A2
2026-02-02T08:42:50Z,SAT-1002,29.639,18.6,1503.0,0.8551,NOMINAL,0,HW-A2
2026-02-02T08:43:00Z,SAT-1003,27.569,19.52,1466.5,0.5672,NOMINAL,0,HW-A2
2026-02-02T08:43:10Z,SAT-1004,28.237,18.86,1438.7,0.392,NOMINAL,0,HW-A2
2026-02-02T08:43:20Z,SAT-1000,27.941,19.17,1511.8,0.5315,NOMINAL,0,HW-A2
2026-02-02T08:43:30Z,SAT-1001,,18.01,1499.0,0.3398,NOMINAL,0,HW-A2
2026-02-02T08:43:40Z,SAT-1002,27.663,21.27,1562.6,0.5204,NOMINAL,0,HW-A2
2026-02-02T08:43:50Z,SAT-1003,27.93,18.62,1488.9,0.4063,NOMINAL,0,HW-A2
2026-02-02T08:44:00Z,SAT-1004,26.953,18.29,1567.2,0.1769,NOMINAL,0,HW-A2
2026-02-02T08:44:10Z,SAT-1000,27.746,19.8,1464.9,0.5926,NOMINAL,0,HW-A2
2026-02-02T08:44:20Z,SAT-1001,28.131,17.73,1497.6,0.0146,NOMINAL,0,HW-A2
2026-02-02T08:44:30Z,SAT-1002,28.492,18.38,1521.2,0.9434,NOMINAL,0,HW-A2
2026-02-02T08:44:40Z,SAT-1003,28.466,18.54,1514.7,0.4277,NOMINAL,0,HW-A2
2026-02-02T08:44:50Z,SAT-1004,27.645,18.61,1520.1,0.1684,NOMINAL,0,HW-A2
2026-02-02T08:45:00Z,SAT-1000,28.495,18.7,1549.8,0.9298,NOMINAL,1,HW-A2
2026-02-02T08:45:10Z,SAT-1001,27.719,18.34,1534.3,0.0581,NOMINAL,0,HW-A2
2026-02-02T08:45:20Z,SAT-1002,28.118,20.45,1457.5,0.8358,NOMINAL,0,HW-A2
2026-02-02T08:45:30Z,SAT-1003,27.979,18.45,1422.9,0.8731,NOMINAL,0,HW-A2
2026-02-02T08:45:40Z,SAT-1004,,20.93,1471.0,0.3753,NOMINAL,0,HW-A2
2026-02-02T08:45:50Z,SAT-1000,,19.42,1507.6,0.8077,NOMINAL,0,HW-A2
